Ward_name,Old_code,New_code,Population2015,All_Children_aged_0_15_2015,All_Working_age_16-64_2015,Mean_Age_2013,Area_Square_Kilometres,Population_density_2013,BAME_2011,Not_Born_in_UK_2011,Male_life_expectancy_2009_13,Female_life_expectancy_2009_13 ,Number_Killed_or_Seriously_Injured_on_roads_2014,Employment_rate_16_64_2011,Number_of_jobs_in_area_2013,Median_House_Price_2014,Number_of_properties_sold_2014,Median_Household_income_estimate_2012_13,Number_of_Household_spaces_2011,Households_Social_Rented_2011,Households_Private_Rented_2011,dwellings_in_council_tax_bands_A_or_B_2015,dwellings_in_council_tax_bands_C_D_or_E_2015,dwellings_in_council_tax_bands_F_G_or_H_2015,Claimant_rate_of_key_out_of_work_benefits_working_age_client_group_2014,Claimant_Rate_of_Housing_Benefit_2015,Claimant_Rate_of_Employment_Support_Allowance_2014,Rate_of_JobSeekers_Allowance_JSA_Claimants_2015,Average_GCSE_capped_point_scores_2014,with_Level_4_qualifications_and_above_2011,Crime_rate_2014_15,Violence_against_the_person_rate_2014_15,Deliberate_Fires_per_1000_population_2014,area_that_is_open_space_2014,Average_Public_Transport_Accessibility_score_2014
Ealing - Perivale,00AJGW,E05000187,15450,20.6,66.8,36.2,3.4,4573.5,54.6,55.4,82.9,84.9,4,71.4,6300,367500,118,36040,5447,8.5,27,5.5,94.3,0.2,10.3,9.3,3.3,1.9,339.8,30.8,73.3,16.8,0.3,38.3,2.3
Ealing - South Acton,00AJGX,E05000188,16200,20.6,68.6,35.1,1.7,9205.9,43.5,50.5,77.8,80.4,5,68.1,7100,440000,151,34300,6227,33.9,29.2,31,51.2,17.8,13.1,17.5,5.6,3.8,320.7,39.4,88.7,28,0.3,17.5,4.6
Ealing - Southall Broadway,00AJGY,E05000189,16200,22.7,67.3,34.2,1.6,9343.8,93.7,64.1,78.8,83.4,8,59.1,4300,250000,37,27930,3926,16.4,24.9,23.1,76.9,0,13.9,12.5,5.4,4,315.5,21.9,107.9,35.8,0.4,14.1,3.2
Ealing - Southall Green,00AJGZ,E05000190,15200,23.8,67.3,33.2,1.6,9406.3,91.4,63.3,76.5,84.1,3,59.7,3300,243000,97,27150,4345,13.6,31.5,26.3,73.7,0,13.5,13,5.2,4,305.8,21.6,83.9,31.2,0.6,16.3,3
Ealing - Southfield,00AJHA,E05000191,13600,18.6,69.9,36.9,1.4,9714.3,20.8,36.2,80.3,85.7,1,77.6,4800,780000,219,50170,6207,9.8,31.3,4.8,55.5,39.7,6.9,7.9,3.1,1.8,350.5,57.8,64.5,11.1,0.1,14.3,3.1
Ealing - Walpole,00AJHB,E05000192,13500,19.1,69.4,36.6,1.5,9033.3,27.1,38,79.9,83.8,4,77.3,7800,612500,168,46240,5656,12,28.8,7.3,71.7,21,8.3,8.6,2.8,2,371.3,53.7,73.8,19.7,0.3,20.1,3.8
Enfield - Bowes,00AKGL,E05000193,14550,18.2,70.4,36.2,1.5,9733.3,38.6,47.5,83,85.1,5,71.9,1400,319995,147,36300,5598,10.7,32.1,8.7,86.8,4.5,14,11.8,4.2,2.5,329.8,36.3,50.8,14.7,0.5,15.3,3.9
Enfield - Bush Hill Park,00AKGM,E05000194,14150,17.6,64,40.6,2.5,5720,26.8,25.7,81.7,84.1,3,73,2200,360200,223,41800,5609,5.2,15.1,4.1,78.5,17.4,9,6.1,3,1.8,353.4,32.6,53.9,10.4,0.6,29.6,2.7
Enfield - Chase,00AKGN,E05000195,14000,22.3,63.8,36.9,16.9,834.3,23.4,21,77.3,81.4,5,69.5,4200,324000,173,36350,5744,21.3,15.7,23.2,68.5,8.4,14.4,14.2,5,2.9,317,28.1,55.8,15.4,0.6,81.5,2
Enfield - Cockfosters,00AKGP,E05000196,14100,16.1,64.5,40.7,10.4,1370.2,26.3,30.5,82.9,86.1,2,66.9,3600,472000,185,43570,5356,12,17.4,5.1,45.4,49.5,8.8,7.8,3.1,1.6,339.7,35,46.4,11.6,0.6,68.8,2.6
Enfield - Edmonton Green,00AKGQ,E05000197,18350,27.1,64.2,32,3.1,5951.6,60.6,46.8,79.3,84.3,2,53.8,7500,210000,119,26010,6999,43.1,23,36.4,63.4,0.1,26.4,29.5,8.3,6.2,293.6,19.5,117.7,36.7,0.6,33.2,3.9
Enfield - Enfield Highway,00AKGR,E05000198,16350,24.9,64.2,33.7,4.6,3576.1,42.2,34.3,81,84.9,3,60.1,8600,250000,157,29450,5943,24.4,20.7,21.1,77.7,1.2,18.8,19.1,6.2,4,311.3,18.6,82.4,25.7,1,40.6,2.5
Enfield - Enfield Lock,00AKGS,E05000199,17000,26.4,65.4,32.3,3.3,5166.7,45.1,33.8,76.7,81.6,2,62,4100,217250,204,30240,6422,22.7,24.1,15.5,81.9,2.7,19.5,20.6,5.8,4.1,303.4,23.5,69.2,23.6,0.7,39.6,2.6
Enfield - Grange,00AKGT,E05000200,13300,17.3,63.1,41.3,3.3,4015.2,19.6,22.1,83.5,86.6,1,74.8,5800,360000,243,45960,5396,3.4,18,3.7,56.1,40.2,6.6,5.2,7.7,1.4,364.5,39.1,59.4,13,0.4,27.4,3.1
Enfield - Haselbury,00AKGU,E05000201,16500,24.5,65.3,33.9,1.8,9277.8,54.3,46,79,85.4,3,59.3,1900,260000,133,29600,5927,19.5,27.5,16,83.6,0.3,19.5,19.6,6.4,4.4,307.5,21.4,61.1,19.9,0.5,27,3
Enfield - Highlands,00AKGW,E05000202,13550,16.4,64.3,41.4,5.1,2647.1,20.8,20.9,82.5,87.2,2,72.9,5300,375000,237,43540,5696,7.4,17,4.8,58,37.2,10.1,6.7,3.8,1.3,347,35.1,40.4,11.8,0.3,56.4,2.7
Enfield - Jubilee,00AKGX,E05000203,14600,24.1,64.1,35.4,3.9,3782.1,50.9,40.8,78.8,82.4,2,62.2,2300,250000,137,30800,5420,15.5,24.8,14.8,84.8,0.4,17.2,17.9,6.5,3.9,310.4,20.9,58.8,18.8,0.5,60.6,2.5
Enfield - Lower Edmonton,00AKGY,E05000204,16700,28,61.8,32.7,2.2,7681.8,58.9,46.1,79.6,82.5,2,57.9,3000,248000,161,28110,6179,27.4,24.4,15.3,84.5,0.2,20.1,22.7,6.9,5.3,304,20,56.2,21.9,0.2,40.6,3.2
Enfield - Palmers Green,00AKGZ,E05000205,15650,18.5,67.2,37.5,1.9,8263.2,35.4,41.4,80.9,85.7,3,70.2,3800,353500,128,37970,5898,9,25.4,6.6,87.5,5.9,12.9,9.4,4,2.3,336.5,33.5,70.3,16.4,0.2,15.4,2.5
Enfield - Ponders End,00AKHA,E05000206,17050,25.7,65.2,32.4,3.5,4771.4,54.6,43.5,76.7,84.4,1,58,6500,248000,118,28560,5787,25.6,25.4,23.7,76.2,0.2,19.6,20,5.6,5.3,313.5,21,80.6,24.3,0.4,44.5,3.3
Enfield - Southbury,00AKHB,E05000207,14950,24.7,65.1,33.9,2.9,5172.4,36.2,30.2,79.8,85.7,3,65,11000,265000,304,33260,5650,24,21,16.4,82.4,1.2,16.8,17.4,5.5,3.3,327.2,25.4,98.8,25.1,0.7,29.3,3.1
Enfield - Southgate,00AKHC,E05000208,14800,19.2,66.9,37.8,2.7,5537,31.6,33.2,80.9,84.1,1,71.1,6100,347500,172,41520,6065,7.4,28.3,3.1,69.7,27.2,9.4,8.8,2.9,1.6,360.6,41.2,62.6,17.5,0.4,27.1,3.1
Enfield - Southgate Green,00AKHD,E05000209,14400,17.9,66.4,38.9,2.6,5538.5,33.2,36.2,81.2,84.7,2,70.4,2500,500000,127,42750,5244,12,21.4,7,58.2,34.8,9.7,7.9,3.2,2.1,348.5,40,43.2,10.2,0.3,20.6,3.9
Enfield - Town,00AKHE,E05000210,15150,19.8,64.2,38.9,2.2,6954.5,18,17.1,82.1,85.4,4,75.9,4200,350000,240,42300,6233,6.1,17.3,5.8,88.6,5.6,8.8,7.3,3.1,1.6,327.9,33,50.3,13.3,0.3,16,2.6
Enfield - Turkey Street,00AKHF,E05000211,14700,24.4,63.7,34.6,2.3,6434.8,37.9,31,78.1,82.3,1,60.9,2400,250000,147,28960,5467,26.3,19.1,17,82.1,0.9,20.6,19.7,6.6,4.4,306.5,17.9,74.5,23.7,0.3,30.5,2.5
Enfield - Upper Edmonton,00AKHG,E05000212,18600,25.7,65,32.8,2.7,6777.8,58,48.4,76.1,78.6,4,58.4,8500,250000,118,28480,6318,29.8,24,26.3,73.7,0,21,20.6,6.4,4.4,290.8,21.5,120.2,29.1,0.9,17.6,3.4
Enfield - Winchmore Hill,00AKHH,E05000213,13700,18.6,66,39.3,2.8,4928.6,23.8,27,81.4,82.9,1,75.1,3700,435000,205,45880,5470,6.4,22.2,4.2,54.2,41.7,8.4,6.6,2.7,1.8,351,42.9,43.7,9.2,0.5,25.2,2.9
Greenwich - Abbey Wood,00ALGP,E05000214,16200,26.4,63.4,33.8,2.7,5722.2,46.3,32,76,82.3,3,63.6,1800,250000,118,31540,6053,38.9,15.2,36,63.8,0.2,20.6,17.2,7.1,3.6,301.1,24.2,77.6,28.6,1.5,44,3.1
Greenwich - Blackheath Westcombe,00ALGQ,E05000215,13300,17.3,67.6,39.3,2.1,6047.6,16.9,23,80.7,82.5,0,75.5,2800,427500,262,49160,6380,22.4,25.4,12.2,67.6,20.3,10.3,8.7,3.6,1.6,327.4,57.5,76.6,16.1,0.2,15.4,3.4
Greenwich - Charlton,00ALGR,E05000216,14650,22.6,66.2,35.2,2,7050,36.2,31,76.3,80,0,67.7,2400,363000,173,37940,5869,41.1,15.9,36.8,62,1.2,17.1,14.8,5.5,3.1,316.2,37.2,60.7,21,0.7,31.5,4
Greenwich - Coldharbour and New Eltham,00ALGS,E05000217,13450,17.4,64.5,40.3,2.5,5180,18.3,15.6,78.4,84,0,70.7,1500,325000,239,38390,5231,23.5,9.8,11.8,85,3.2,13.1,9,4.9,1.9,319.5,23.4,58.1,17,0.4,20,2.9
Greenwich - Eltham North,00ALGT,E05000218,12900,17.6,63.9,41.2,2.6,4788.5,11.3,13.9,81.1,86.6,2,75.1,3400,345000,178,43120,5249,17,8.4,11.5,78.7,9.8,10,6.9,3.2,1.7,339,31.8,67.2,17.4,0.3,24.6,2.9
Greenwich - Eltham South,00ALGU,E05000219,13100,15.8,68.5,37.9,4.6,2717.4,16.8,17.5,79.8,84.8,2,64.9,5500,288750,218,37120,5224,22.4,15,19.4,66.5,14.1,12.6,9.3,3.8,2.4,352.5,25.1,75.9,19.8,0.6,54.6,3.3
Greenwich - Eltham West,00ALGW,E05000220,12500,21.5,66.9,36.2,2.4,4666.7,24.6,21.3,76.6,81.7,3,64,1600,315500,226,34250,3859,44.1,8.3,8.7,88.8,2.5,17.7,15.2,5.3,3,310.9,21.2,59.9,18.4,0.2,30.5,3.1
Greenwich - Glyndon,00ALGX,E05000221,18500,23.6,68.8,32.8,1.7,10441.2,55,42.2,75.3,78.8,1,62.5,3500,224995,181,31690,6881,41.4,24.7,40.7,59.3,0,19.7,17.3,6.3,4,317.5,28.6,60.9,25.5,0.6,32.6,4
Greenwich - Greenwich West,00ALGY,E05000222,18450,18.8,73.3,33.1,2.8,6053.6,33.3,34.8,79.4,82.7,4,68.6,8000,450000,897,42270,7359,35.7,28.8,32.6,50.4,17,13.4,12.9,3.4,2.4,310.9,49.9,104,25,0.6,49,4.6
Greenwich - Kidbrooke with Hornfair,00ALGZ,E05000223,14650,19.7,67.7,36.7,2.4,5854.2,33.6,27.3,79.7,83,1,67.3,1600,260050,223,35740,5968,32.1,15.9,17.6,78.5,3.9,16.2,12.6,5.7,2.5,313.1,30.8,70.3,23.5,0.3,28.2,2.6
Greenwich - Middle Park and Sutcliffe,00ALHA,E05000224,13900,20.8,63.5,37.9,3.3,4045.5,24,22.3,79.2,83.7,1,65.6,2100,292755,170,35340,5693,37.3,10.9,11.8,79,9.2,18.5,15.1,6.2,3.4,329.3,29.6,64.4,21.9,0.6,37,2.3
Greenwich - Peninsula,00ALHB,E05000225,24500,19,74.8,32.9,4.5,4155.6,30.6,33,78,84.5,7,74.2,11400,379000,516,41840,6436,30.6,30,28.2,68.7,3.1,13.6,9.6,3.1,1.6,302.8,49.5,107.6,18.7,0.2,33.7,4.5
Greenwich - Plumstead,00ALHC,E05000226,17050,23.1,67.6,34,2.4,6854.2,55.4,41.7,78.4,83.1,1,63.9,1900,249000,159,32390,6047,27.3,23.3,29.7,70.3,0,16.3,15.4,5.2,3.4,305.6,25.2,78.7,30.6,1.1,41,3.6
Greenwich - Shooters Hill,00ALHD,E05000227,13750,20.2,66,38,3.8,3486.8,33.5,23.8,80.3,85,0,69.5,2000,270000,196,39030,5487,19.5,14.4,18.3,79.6,2.2,13,9,4.5,2.5,320.1,31.3,46.3,16.4,0.1,57.2,2.4
Greenwich - Thamesmead Moorings,00ALHE,E05000228,22200,29.1,65.8,29.8,4.8,4218.8,57.6,41.8,76.4,77.8,2,62.9,5800,190000,152,34450,7034,38,25.3,33,66.9,0.1,16,16.3,4.7,3.8,311.5,32.4,70.5,24,1.5,55.4,2.6
Greenwich - Woolwich Common,00ALHF,E05000229,19550,26.7,67,30.7,2.6,6903.8,57.6,41.8,76.7,81.7,2,60.5,7900,267500,235,30260,6696,50,24.7,52.5,47.2,0.3,20.8,18.2,6,4.9,313,26.7,103,35,0.6,39.4,4
Greenwich - Woolwich Riverside,00ALHG,E05000230,23050,24,69.7,31.3,3.2,6359.4,49,39.4,75.9,80.3,7,64.7,11500,266250,262,33540,8361,50,25.2,55.1,44.8,0.1,20.3,16.4,5.5,3.8,309,35.2,112.8,35,0.4,34.9,4.5
Hackney - Brownswood,00AMGA,E05000231,13300,13.8,80.5,33.4,0.8,15187.5,38.2,42.7,76.9,85.2,4,72,1200,440000,221,40070,5203,32,38.5,24,70.9,5.1,16.4,15.8,5.3,2.7,295,51.7,87.3,27.6,0.3,25.6,6.1
Hackney - Cazenove,00AMGB,E05000232,13800,29.3,64.4,29.6,0.7,19214.3,43.3,36.4,83.6,86.7,1,64.8,1800,375000,77,38130,4860,33.8,37.2,34.7,54.2,11.1,14.3,22.2,4.7,3.4,320.4,35.6,49.7,16.3,0,12.8,4.7
Hackney - Chatham,00AMGC,E05000233,13950,21.1,72,32.5,0.9,15055.6,54.4,41.3,78,82.7,5,63,6600,415000,220,32510,5732,51,24.6,46.9,52.4,0.6,22.1,23.7,7.3,5,326.3,37.6,115.3,41.2,0.6,20.4,5.8
Hackney - Clissold,00AMGD,E05000234,12650,19.3,73.4,34,0.7,17642.9,34.7,32,79,82.6,1,73.3,1600,499950,150,45450,5316,34,25.7,25.9,67.2,6.9,13.8,15,5.9,2.5,345.6,53.5,75.4,19.5,0.5,12.3,3.6
Hackney - Dalston,00AMGE,E05000235,15950,16.6,77.1,33.4,0.9,17000,44.5,40.8,78.9,82.1,4,70.4,5100,485000,151,38230,6608,38.9,34,32.3,65.2,2.4,20.8,19.1,5.8,3.8,332.3,48.6,158.6,40.5,0.4,17.1,6
Hackney - De Beauvoir,00AMGF,E05000236,15200,15.8,77.1,33.6,0.9,16000,39.9,37.8,76.6,80.6,2,71.1,4200,480000,187,39060,6138,39.9,29.8,32.2,56,11.7,16.1,16.5,4.6,3.2,314.9,49.8,147.9,34.1,0.6,14.2,4.9
Hackney - Hackney Central,00AMGG,E05000237,13200,17.5,74.7,34,0.8,16000,52.7,40.5,77.3,82.5,2,66.6,6900,450000,117,35260,5618,50.7,27,38.7,59.6,1.7,19.6,21.8,6.4,3.8,328,42,114.6,35.4,0.3,14.1,6.7
Hackney - Hackney Downs,00AMGH,E05000238,13400,19.5,73,33.6,1,13100,51.7,39.5,77.6,83.2,4,65.1,1400,433000,153,35700,5641,43.1,29.3,33,64.2,2.9,19.8,20.4,6.6,4.3,318,42.2,80,25.2,0.3,33.8,5.5
Hackney - Haggerston,00AMGJ,E05000239,15250,14.5,79.7,32.7,1.2,12166.7,45.6,45.9,78,82.2,9,67.4,34000,452500,280,36080,6377,44.1,36.2,46.1,51.1,2.9,16.6,17.1,5.3,3.2,295.3,45.8,162.3,40.6,0.6,19.1,5.7
Hackney - Hoxton,00AMGK,E05000240,16300,15,78.8,32.5,0.8,19750,46.5,44.8,78.1,82.9,2,62.7,10100,475000,235,34970,6868,54.3,24.6,52.4,42.2,5.4,18.3,17.3,5.5,3.6,322.5,41.7,127.2,30.6,0.5,27.6,5.8
Hackney - King's Park,00AMGL,E05000241,11650,24.1,66.4,33.1,1.8,6305.6,62,43.3,78.8,85.4,1,57.6,n/a,383000,114,31970,4290,57.9,15.8,43.9,56.1,0,20.4,24.9,7.1,5.8,320.5,30.6,68,28.2,0.4,66.9,2.9
Hackney - Leabridge,00AMGM,E05000242,14600,20.1,72.6,33.1,1.1,12954.5,52.7,40.7,75.2,79.5,1,65.6,1600,375000,211,35110,5688,32,35,26.5,71.7,1.8,20,18.1,6.1,3.9,338.5,41.5,79.9,24.6,0.5,23,4.3
Hackney - Lordship,00AMGN,E05000243,12700,28.6,63.2,31.3,1.2,10333.3,30.5,31.4,78.3,84.1,2,64.6,2400,420000,97,39940,4696,37,31.5,28.2,61.1,10.7,14.7,21.7,5.8,3,335.9,40.4,66.5,20.6,0.2,33.6,3.7
Hackney - New River,00AMGP,E05000244,14500,29.2,63.2,30.3,1,13450,39.3,40.2,79.4,86,8,58.2,3500,340000,45,35590,4809,44.5,32.4,38.2,51.8,10.1,16.3,26.6,5.3,3.5,320.5,26.6,63.1,24,0.5,28,5
Hackney - Queensbridge,00AMGQ,E05000245,14450,16.6,75.2,34.2,1.1,12727.3,44.7,38.3,78.2,83.8,3,67.7,4100,465000,135,36720,6012,50.1,24.9,32.5,64.1,3.4,19.5,18.9,6.3,4,294.4,44.6,116.8,28.8,0.4,15.6,4.8
Hackney - Springfield,00AMGR,E05000246,12800,32.7,59.8,29.6,1,12500,44.9,39.4,77.6,84.1,2,53.8,1900,285000,61,33570,4451,47,28.1,38.7,53.5,7.7,19.5,29,6.6,4.4,331.8,21.9,73.7,25.4,0.3,26.5,3.2
Hackney - Stoke Newington Central,00AMGS,E05000247,13050,16.1,76.2,34.6,0.7,18214.3,39.9,36.6,80,84.2,2,73.4,3200,483125,128,42400,5422,32.2,32.8,25.6,72.2,2.2,15.2,14.5,5.6,3,327.7,52.4,93.3,27.7,0.2,13.3,5.3
Hackney - Victoria,00AMGT,E05000248,13750,20.1,72.4,33.4,0.8,16812.5,44.2,34,76.7,82.2,1,65.6,2400,471250,106,37350,5723,52.3,20.6,33.3,62.5,4.1,20.2,21.4,7.3,3.9,320.6,41.8,93,29.1,0.6,21,4.7
Hackney - Wick,00AMGU,E05000249,12350,20.9,71.4,32.8,1.6,7500,51.6,35.1,74.9,80.8,2,60.4,n/a,340000,133,32890,4904,53.8,21,27.9,70.1,2,23.6,23.7,8.3,4.3,310.6,34.4,99.8,36.9,0.6,48.8,3.9
Hammersmith and Fulham - Addison,00ANGA,E05000250,11650,16.1,76,34.8,0.6,19083.3,27.9,44.1,79.5,85.1,5,76.2,5200,572500,200,43970,5743,24.9,37.9,15.2,68.7,16.1,12.6,12.5,5.3,2.6,330.5,57.4,107.4,24.4,0.1,0.3,6.5
Hammersmith and Fulham - Askew,00ANGB,E05000251,14300,17.8,73.8,34.1,0.8,17562.5,37,42.5,80.1,84,0,71.8,2000,499999.5,198,38450,6470,34.8,29.5,7.7,77.8,14.5,15.4,17.5,5.9,4.7,312.8,45.1,75.4,23,0.1,3.6,3.6
Hammersmith and Fulham - Avonmore and Brook Green,00ANGC,E05000252,12700,12.2,76.8,36.3,0.9,13722.2,35.5,52.2,79.4,84.7,6,69.5,11300,618250,164,43350,6128,21.9,41.4,7.9,66.6,25.5,9.7,11.1,3.4,1.9,343.1,54.5,70.5,16.4,0.1,8.8,6
Hammersmith and Fulham - College Park and Old Oak,00ANGD,E05000253,10700,19.5,72.3,34,3.4,2897.1,50,45.7,74.6,83.5,5,62.6,15400,458000,57,30890,3805,55.9,18.3,19.2,79.3,1.6,20.6,18.4,5.3,4.3,317.4,31.9,115.7,32.1,1.3,43.8,4.9
Hammersmith and Fulham - Fulham Broadway,00ANGE,E05000254,11550,14.4,75.6,35.3,0.7,16000,29.9,43.9,77.9,80.7,4,72.4,4300,805000,191,42130,5286,36.2,32.8,10.9,61.7,27.4,12.5,14.2,5,2.1,294.3,47.7,95.2,23.8,0.1,3.1,5.4
Hammersmith and Fulham - Fulham Reach,00ANGF,E05000255,11800,13.1,78.4,34.4,0.9,12777.8,30.5,43.6,79.6,82.3,5,71,7200,786250,232,42010,5067,31.9,31.2,9.6,59.4,30.9,9,9.5,3.6,1.6,343.1,51.6,98.6,31.2,0.1,20.9,4.2
Hammersmith and Fulham - Hammersmith Broadway,00ANGG,E05000256,12250,16.3,73.4,35.5,1.1,10954.5,33.9,40.5,77.2,80.6,12,69.9,31300,741250,124,39500,5461,39.9,29.8,7.4,71.2,21.4,13.5,16.4,6.1,2.4,325.4,45.3,224.9,51,0.1,9.1,6
Hammersmith and Fulham - Munster,00ANGH,E05000257,11150,17.1,74,34.2,0.6,18250,19.3,38.3,79.8,85.5,1,76.7,2200,745000,211,50240,5052,18.1,35.2,2.8,60.7,36.5,7.6,7.6,3.1,1.2,279.9,56.9,64.5,14.3,0.2,8.5,3.7
Hammersmith and Fulham - North End,00ANGJ,E05000258,12650,12.8,80.5,33.9,0.6,20083.3,34.2,47.9,79.2,81.7,2,72.7,4900,558000,140,39510,5745,28.6,40.7,12.2,76.1,11.7,10.7,13.2,4.6,1.8,300,52.6,64.6,18.5,0.4,10.7,5.2
Hammersmith and Fulham - Palace Riverside,00ANGK,E05000259,7600,18.2,66.4,38.6,1.5,5000,15,34.1,84.4,84.8,2,74.3,3500,950000,101,53330,3430,14.2,25.2,1.2,51.2,47.7,5.7,6.4,2.2,1.1,309.3,56.2,90.8,16.4,0,54.7,3.7
Hammersmith and Fulham - Parsons Green and Walham,00ANGL,E05000260,10850,19.3,69.6,35.8,0.9,11944.4,17.8,38.2,80.6,85.5,4,73.7,7400,1330000,175,55720,4953,20.6,29.4,5.3,42.8,51.9,8.2,8.5,3.5,1.1,321.3,56.4,124.8,22.2,0.2,9.8,4.7
Hammersmith and Fulham - Ravenscourt Park,00ANGM,E05000261,11000,17.7,70.1,37.1,1.2,9000,26.7,37.3,77.4,81.9,0,72.2,4800,704000,222,45510,5005,23.2,31,12.1,47.6,40.3,10.2,10.3,4,1.9,339.5,55.1,101.1,19.7,0.2,16.3,4
Hammersmith and Fulham - Sands End,00ANGN,E05000262,13550,18.9,72.6,33.9,1.4,9321.4,30.6,39,80.1,84.5,5,69.3,7000,827750,319,44170,5958,33.9,26.5,2.6,57.9,39.5,12.6,13.9,4.5,2.7,321.3,47.6,69.6,21.3,0.1,25,3.4
Hammersmith and Fulham - Shepherd's Bush Green,00ANGP,E05000263,12950,16.2,75.8,34.5,1.1,11318.2,40.1,47.2,76.7,83,8,72,16100,440000,159,36430,5774,37.9,34.8,20.6,66,13.4,16.3,18.1,6.7,4,331.9,46.5,281.4,60.1,0.2,9.7,5.6
Hammersmith and Fulham - Town,00ANGQ,E05000264,11350,17.9,74.3,33.6,0.7,15928.6,22.7,40.5,82.5,85.9,5,76.4,7000,690000,166,47940,5211,23.7,37,4.5,62.3,33.2,9.5,9.9,3.6,2,333.9,57.9,100.7,22.4,0.1,0,4.6
Hammersmith and Fulham - Wormholt and White City,00ANGR,E05000265,13750,21.5,69.1,33.5,0.9,14944.4,50.6,45,79.1,86,1,62.2,1000,427500,142,31860,5126,52.3,18.6,40.4,51.7,7.9,19.6,19.9,6.8,6.1,308.5,32,71.9,25.8,0.1,4.6,3.2
Haringey - Alexandra,00APGA,E05000266,12050,20.4,68.4,36.7,2.6,4596.2,20.5,26.8,81.3,85.5,3,76.7,1800,625000,177,51450,4695,9,24.3,3.5,51.2,45.3,6.8,5.4,2.3,1.4,382,58.5,63.6,10,0.2,52.2,3.3
Haringey - Bounds Green,00APGB,E05000267,14400,17.6,72.9,34.9,1.4,10035.7,39.8,48.5,79.1,83.2,2,69,2300,332350,162,34550,5917,28.4,32.7,22.8,72.3,5,16.5,17.6,5.6,3.1,335,37.3,82,23.8,0.3,22.8,4.9
Haringey - Bruce Grove,00APGC,E05000268,15050,21.7,69.9,33.5,0.9,16388.9,55.9,55.5,78.1,84.2,5,61.8,2000,325000,159,30340,5912,28.2,32.2,35.6,64.4,0,21.5,22.1,6.6,6.2,298.7,27.6,85.2,30.3,0.5,4.9,4.5
Haringey - Crouch End,00APGD,E05000269,12800,16.2,73.6,37,1.4,8964.3,18,29.2,83.3,85.8,3,80.9,3700,563750,212,52070,5980,10.2,37.3,14.4,63.6,22,6.1,7.4,2.4,1.4,366.3,67,67.3,11.5,0.2,13.9,3.4
Haringey - Fortis Green,00APGE,E05000270,13000,19.4,69.1,36.6,2,6400,20.1,27.5,81.2,83.7,5,75.9,2700,465000,197,49950,5289,11.2,33.2,4.6,62.3,33.1,7.8,7.6,2.9,1.3,375.2,58.4,57.9,10.4,0.5,24,3.1
Haringey - Harringay,00APGF,E05000271,14100,15.1,77.3,34.2,1.6,8562.5,34.5,49.2,79.3,85.5,5,71.8,2600,430000,170,37150,6044,13.9,45.6,30.8,63.4,5.8,16,14.1,4.9,3.3,302.8,46.6,89.5,23,0.2,45.4,5.3
Haringey - Highgate,00APGG,E05000272,12100,14.8,73.3,37.7,2.5,4740,18.9,31.5,82.9,87.1,7,79,3300,732500,200,53710,5481,11.1,37.4,5.9,60.9,33.1,7.7,7,5.2,1.8,315.8,65.7,56.6,10.7,0.2,41.8,4
Haringey - Hornsey,00APGH,E05000273,13100,17.7,73.2,35.4,1.1,11727.3,31,32.2,80.6,84.5,0,72.4,3300,419000,206,40260,5851,29.5,27.9,19.2,72.6,8.3,15.3,15.5,5.4,3.6,329.4,51.5,67.2,17.4,0.1,10,3.4
Haringey - Muswell Hill,00APGJ,E05000274,11050,16.9,69.5,38.4,1.7,6411.8,16.2,26.1,82.4,87.1,0,78.4,3100,820000,132,53910,4622,9.4,30.5,8.3,58.9,32.8,6.3,5.8,2.5,1.2,374.5,62.8,71.7,11,0.6,30.7,3.2
Haringey - Noel Park,00APGK,E05000275,14700,17.8,74,33.7,1.2,11958.3,45.2,51.7,77.6,84.6,10,63.2,6300,350000,125,30620,5651,38.2,29.3,21.4,76.9,1.8,21.2,18.5,6.9,4.4,302.1,33.8,200.7,46.3,0.7,11.5,6.1
Haringey - Northumberland Park,00APGL,E05000276,15150,25.1,67.1,32.1,1.9,7763.2,60.9,53.5,76.3,84.5,10,52.3,8200,252500,68,25090,5908,48.6,25.5,48.7,50.8,0.5,29.5,32.8,9.4,9,292.8,20.2,130.5,45.2,0.6,23,4.1
Haringey - St. Ann's,00APGM,E05000277,16100,17.6,74.5,33.8,1.1,14000,45.7,54.7,78.1,84.2,7,65.6,2300,370000,147,32460,5593,23.6,35.6,33.3,66.3,0.4,16.7,15,5,3.6,304.7,35.2,71,21.9,0.5,20,3.9
Haringey - Seven Sisters,00APGN,E05000278,16650,25.3,67.1,31.4,1.3,12500,41.2,49.1,79.9,84.1,6,63.7,3400,372500,82,33500,5876,31.8,33.1,34.1,63.5,2.4,17.9,21.1,5.5,3.8,319.6,29,80,23.2,0.7,21.8,4.7
Haringey - Stroud Green,00APGP,E05000279,12250,15.5,76.8,35.5,1.1,10909.1,25.9,31.3,80.8,81.7,0,77.3,1400,477500,168,44780,5606,22.9,31.9,19.7,63.7,16.7,12.4,11.2,4.7,2.6,335,60.5,54,13.7,0.2,24.7,4.6
Haringey - Tottenham Green,00APGQ,E05000280,15900,20.7,71.2,33.7,1.4,10928.6,52.8,55,76,81.5,4,61.3,4600,326500,111,28920,6141,39.2,30,40.4,58.9,0.8,21.9,24,6.7,5.1,292.4,29.2,134.5,40.9,0.5,10.5,5.8
